Serial Number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPVNMLRLRHIGFFE96CC,5.0,9.7,本共有部分之項目有停車空間、門廊、樓梯間、管委會使用空間、機械室及水箱等６項。,鋼筋混凝土造,107年8月20日,七層,,
RPWNMLRLRHIGFFE07CC,5.0,19.92,集合住宅,鋼筋混凝土造,107年8月20日,七層,,
RPWNMLRLRHIGFFE07CC,5.0,9.7,本共有部分之項目有停車空間、門廊、樓梯間、管委會使用空間、機械室及水箱等６項。,鋼筋混凝土造,107年8月20日,七層,,
RPXNMLRLRHIGFFE17CC,5.0,22.56,見其他登記事項,鋼筋混凝土造,107年8月20日,七層,,
RPXNMLRLRHIGFFE17CC,5.0,10.96,本共有部分之項目有停車空間、門廊、樓梯間、管委會使用空間、機械室及水箱等６項。,鋼筋混凝土造,107年8月20日,七層,,
RPPOMLRLRHIGFFE09CC,3.0,46.66,集合住宅,鋼筋混凝土造,110年1月28日,十五層,,
RPPOMLRLRHIGFFE09CC,3.0,41.28,本共有部分之項目有停車空間、防空避難室兼停車空間、樓梯間、管委會使用空間、門廳兼梯廳、垃圾暫存空間、車道、門廊、機械室、水箱等１０項。,鋼筋混凝土造,110年1月28日,十五層,,
RPQOMLRLRHIGFFE56CC,3.0,47.6,集合住宅,鋼筋混凝土造,110年1月28日,十五層,,
RPQOMLRLRHIGFFE56CC,3.0,41.84,本共有部分之項目有停車空間、防空避難室兼停車空間、樓梯間、管委會使用空間、門廳兼梯廳、垃圾暫存空間、車道、門廊、機械室、水箱等１０項。,鋼筋混凝土造,110年1月28日,十五層,,
RPTOMLRLRHIGFFE86CC,45.0,81.09,店舖、住宅,加強磚造,67年10月23日,二層,,
RPROMLRLRHIGFFE66CC,5.0,19.92,見其他登記事項,鋼筋混凝土造,107年8月20日,七層,,
RPROMLRLRHIGFFE66CC,5.0,9.7,本共有部分之項目有停車空間、門廊、樓梯間、管委會使用空間、機械室及水箱等６項。,鋼筋混凝土造,107年8月20日,七層,,
RPSOMLRLRHIGFFE76CC,1.0,55.16,集合住宅,鋼筋混凝土造,111年5月30日,十五層,,
RPPNMLRLRHIGFGE09CC,39.0,63.8,住家用,鋼筋混凝土造,74年1月20日,五層,,
RPSOMLRLRHIGFFE76CC,1.0,38.63,本共有部分之項目有停車空間、梯廳、管委會使用空間、車道、垃圾暫存室、樓電梯間、門廊、機械室、水箱等９項。,鋼筋混凝土造,111年5月30日,十五層,,
RPPNMLRLRHIGFGE09CC,39.0,8.24,共有部分,鋼筋混凝土造,74年1月20日,五層,,
RPVNMLRLRHIGFGE07CC,19.0,19.9,補習（訓練）班、集合住宅,鋼筋混凝土,93年10月8日,五層,,
RPUOMLRLRHIGFFE96CC,1.0,68.83,集合住宅,鋼筋混凝土造,111年5月30日,十五層,,
RPUOMLRLRHIGFFE96CC,1.0,36.85,本共有部分之項目有停車空間、梯廳、管委會使用空間、車道、垃圾暫存室、樓電梯間、門廊、機械室、水箱等９項。,鋼筋混凝土造,111年5月30日,十五層,,
RPUNMLRLRHIGFGE96CC,20.0,192.1,店舖、住宅,鋼筋混凝土造,92年8月26日,四層,,
RPPNMLRLRHIGFIE66CC,33.0,37.29,住家用,鋼筋混凝土造,79年9月20日,七層,,
RPPNMLRLRHIGFIE66CC,33.0,11.96,共有部分,鋼筋混凝土造,79年9月20日,地下層,,
RPQNMLRLRHIGFIE76CC,29.0,155.61,工業用,鋼骨造,83年4月18日,一層,,
RPRNMLRLRHIGFIE86CC,1.0,189.96,見其它登記事項,鋼筋混凝土,112年1月4日,四層,,
RPPNMLRLRHIGFLE96CC,15.0,9.23,辦公室,鋼筋混凝土造,97年12月19日,六層,,
RPPNMLRLRHIGFLE96CC,15.0,6.9,樓梯間、騎樓、走道、緊急發電機室、機械室、水箱,鋼筋混凝土造,97年12月19日,六層,,
RPSNMLRLRHIGFIE96CC,30.0,92.55,住家用,鋼筋混凝土造,83年1月28日,十九層,,
RPSNMLRLRHIGFIE96CC,30.0,26.61,共有部分,鋼筋混凝土造,83年1月28日,十九層,,
RPQNMLRLRHIGFLE07CC,1.0,63.86,見其他登記事項,鋼筋混凝土造,111年9月5日,五層,,
RPQNMLRLRHIGFLE07CC,1.0,31.41,本共有部分之項目有停車空間、梯廳兼升降機間、管委會使用空間、機械室、樓梯間、升降機道、機械房等項。,鋼筋混凝土造,111年9月5日,五層,,
RPPNMLRLRHIGFGE56DC,8.0,57.7,見其他登記事項,鋼筋混凝土,104年4月28日,十五層,,
RPPNMLRLRHIGFGE56DC,8.0,43.69,本共有部分之項目有防空避難室兼停車空間、管道間、公共服務空間、管理委員會使用空間、梯間、樓梯間等項,鋼筋混凝土,104年4月28日,十五層,,
RPPNMLRLRHIGFDE88DC,28.0,39.45,住家用,鋼筋混凝土造,84年12月19日,二十六層,,
RPPNMLRLRHIGFDE88DC,28.0,11.8,見使用執照,鋼筋混凝土造,84年12月19日,二十六層,,
RPRNMLSLRHIGFAE78CC,10.0,186.46,住家用,鋼筋混凝土造,102年8月5日,二十四層,,
RPRNMLSLRHIGFAE78CC,10.0,89.93,本共有部分之項目有防空避難室兼停車空間、頂蓋型開放空間、公共服務空間、樓梯間、管委會使用空間、防災中心、門廳、瓦斯遮斷室、中繼水箱、機械室、水箱等１１項。,鋼筋混凝土造,102年8月5日,二十四層,,
RPRNMLSLRHIGFAE78CC,10.0,18.77,本共有部分之項目有防空避難室兼停車空間、頂蓋型開放空間、公共服務空間、樓梯間、管委會使用空間、防災中心、門廳、瓦斯遮斷室、中繼水箱、機械室、水箱等１１項。,鋼筋混凝土造,102年8月5日,二十四層,,
RPSNMLSLRHIGFAE88CC,28.0,23.54,住家用,鋼筋混凝土造,84年9月5日,十層,,
RPSNMLSLRHIGFAE88CC,28.0,10.6,見使用執照,鋼筋混凝土造,84年9月5日,十層,,
RPTNMLSLRHIGFAE98CC,10.0,180.0,住家用,鋼筋混凝土造,103年2月25日,二十五層,,
RPTNMLSLRHIGFAE98CC,10.0,118.75,本共有部分之項目有防空避難室、停車空間、電樓梯間、機械室、水箱、頂蓋型開放空間、出入口緩衝空間、公共服務空間、防災中心、門廊、車道投影、瓦斯室、走廊、梯廳、中繼幫浦室等１５項。,鋼筋混凝土造,103年2月25日,二十五層,,
RPUNMLSLRHIGFAE09CC,3.0,64.32,見其他登記事項,鋼筋混凝土,110年2月5日,二十八層,,
RPUNMLSLRHIGFAE09CC,3.0,35.75,共有部分項目：防空避難室兼停車空間、樓梯間、電氣設備室、機械室、水箱、供管委會使用空間、防災中心、出入口緩衝空間、門廳、車道、陽台等１１項。,鋼筋混凝土,110年2月5日,二十八層,,
RPVNMLSLRHIGFAE56CC,43.0,21.99,,鋼筋混凝土造,69年11月17日,十二層,,
RPVNMLSLRHIGFAE56CC,43.0,4.3,,鋼筋混凝土造,69年11月17日,十二層,,
RPOOMLSLRHIGFAE58CC,34.0,145.21,住家用,鋼筋混凝土造,78年11月27日,十九層,,
RPOOMLSLRHIGFAE58CC,34.0,44.42,見使用執照,鋼筋混凝土造,78年11月27日,十九層,,
RPXNMLSLRHIGFAE76CC,18.0,128.24,商業用,鋼筋混凝土造,94年6月16日,十四層,,
RPXNMLSLRHIGFAE76CC,18.0,3.72,商業用,鋼筋混凝土造,94年6月16日,十四層,,
RPPOMLSLRHIGFAE68CC,12.0,45.89,住家用,鋼筋混凝土造,100年10月7日,十五層,,
RPPOMLSLRHIGFAE68CC,12.0,24.97,見其他登記事項,鋼筋混凝土造,100年10月7日,十五層,,
RPQOMLSLRHIGFAE78CC,3.0,104.4,見其他登記事項,鋼筋混凝土造,109年10月8日,十五層,,
RPQOMLSLRHIGFAE78CC,3.0,74.01,本共有部分之項目有防空避難室兼停車空間、停車空間、樓梯間、管委會空間、管道間、安全梯Ａ、安全梯Ａ及管道、安全梯Ｂ、梯廳兼走廊、昇降機道、緊急昇降機道、騎樓、排煙室、門廊、車道、陽台等１６項。,鋼筋混凝土造,109年10月8日,十五層,,
RPXNMLSLRHIGFAE76CC,18.0,48.9,共有部分,鋼筋混凝土造,94年6月16日,十四層,,
RPQNMLSLRHIGFBE78CC,43.0,21.48,住家用,鋼筋混凝土造,69年12月2日,五層,,
RPROMLSLRHIGFAE88CC,18.0,28.67,住家用,鋼筋混凝土造,94年6月24日,十五層,,
RPROMLSLRHIGFAE88CC,18.0,2.54,共有部分,鋼筋混凝土造,94年6月24日,十五層,,
RPROMLSLRHIGFAE88CC,18.0,5.7,共有部分,鋼筋混凝土造,94年6月24日,十五層,,
RPROMLSLRHIGFAE88CC,18.0,9.73,共有部分,鋼筋混凝土造,94年6月24日,十五層,,
RPSNMLSLRHIGFBE98CC,56.0,16.52,,加強磚造,56年10月2日,二層,,
RPRNMLSLRHIGFBE88CC,43.0,21.48,住家用,鋼筋混凝土造,69年12月2日,五層,,
RPTNMLSLRHIGFBE09CC,27.0,20.47,住家用,鋼筋混凝土造,85年4月1日,十二層,,
RPTNMLSLRHIGFBE09CC,27.0,7.69,住家用,鋼筋混凝土造,85年4月1日,十二層,,
RPUNMLSLRHIGFBE56CC,55.0,14.87,,加強磚造,57年12月5日,三層,,
RPVNMLSLRHIGFBE66CC,60.0,13.22,,加強磚造,52年10月21日,二層,,
RPWNMLSLRHIGFBE76CC,11.0,16.52,住家用,鋼筋混凝土造,102年1月10日,五層,,
RPXNMLSLRHIGFBE86CC,11.0,16.52,住家用,鋼筋混凝土造,102年1月10日,五層,,
RPPOMLSLRHIGFBE78CC,5.0,96.47,見其他登記事項,鋼筋混凝土造,107年8月8日,十五層,,
RPPOMLSLRHIGFBE78CC,5.0,79.12,共有部份,鋼筋混凝土造,107年8月8日,十五層,,
RPOOMLSLRHIGFBE68CC,41.0,50.38,,鋼筋混凝土造,71年3月30日,五層,,
RPROMLSLRHIGFBE98CC,49.0,14.87,,加強磚造,63年5月28日,二層,,
RPSOMLSLRHIGFBE09CC,16.0,141.91,住家用,鋼筋混凝土造,96年4月13日,十五層,,
RPSOMLSLRHIGFBE09CC,16.0,81.83,共有部份,鋼筋混凝土造,96年4月13日,十五層,,
RPPNMLSLRHIGFCE78CC,30.0,103.75,住家用,鋼筋混凝土造,82年11月5日,十二層,,
RPPNMLSLRHIGFCE78CC,30.0,26.06,見使用執照,鋼筋混凝土造,82年11月5日,十二層,,
RPSNMLSLRHIGFCE09CC,46.0,9.91,,鋼筋混凝土造,66年8月20日,四層,,
RPQNMLSLRHIGFCE88CC,5.0,79.54,見其他登記事項,鋼筋混凝土,107年11月5日,十五層,,
RPQNMLSLRHIGFCE88CC,5.0,80.84,本共有部分之項目有：防空避難室兼停車空間、門廊、無障礙廁所、儲藏室、管委會使用空間、車道、樓梯間、機械室、水箱等９項。,鋼筋混凝土,107年11月5日,十五層,,
RPTNMLSLRHIGFCE56CC,6.0,16.5,住家用,鋼筋混凝土,107年1月15日,七層,,
RPRNMLSLRHIGFCE98CC,46.0,9.91,,鋼筋混凝土造,66年8月20日,四層,,
RPVNMLSLRHIGFCE76CC,6.0,16.5,住家用,鋼筋混凝土,107年1月15日,七層,,
RPUNMLSLRHIGFCE66CC,42.0,88.14,,鋼筋混凝土造,70年12月18日,五層,,
RPWNMLSLRHIGFCE86CC,6.0,16.5,住家用,鋼筋混凝土,107年1月15日,七層,,
RPPOMLSLRHIGFCE88CC,8.0,44.3,見其他登記事項,鋼筋混凝土造,104年12月16日,十三層,,
RPPOMLSLRHIGFCE88CC,8.0,25.05,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、梯廳、汽車升降機道、樓梯間、水箱及機械室等７項。,鋼筋混凝土造,104年12月16日,十三層,,
RPOOMLSLRHIGFCE78CC,5.0,207.49,見其他登記事項,鋼筋混凝土,107年11月2日,二十九層,,
RPOOMLSLRHIGFCE78CC,5.0,148.74,本共有部分之項目有停車空間、防空避難室兼停車空間、管委會使用空間、防災中心、垃圾暫存空間、出入口緩衝空間、門廊、樓梯間、車道、中繼室、機械室、水箱等１２項。,鋼筋混凝土,107年11月2日,二十九層,,
RPQOMLSLRHIGFCE98CC,36.0,38.52,住商用,鋼筋混凝土造,76年11月14日,五層,,
RPTOMLSLRHIGFCE66CC,13.0,59.76,住家用,鋼筋混凝土造,100年1月25日,十五層,,
RPTOMLSLRHIGFCE66CC,13.0,32.17,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、自行車停車空間、門廊、外廊、陽台、梯廳、樓梯間、車道、水箱及機械室等１１項。,鋼筋混凝土造,100年1月25日,十五層,,
RPROMLSLRHIGFCE09CC,5.0,64.04,見其他登記事項,鋼筋混凝土,107年6月20日,十六層,,
RPROMLSLRHIGFCE09CC,5.0,18.1,本共有部分之項目有梯廳、樓梯間、水箱、機械室等４項。,鋼筋混凝土,107年6月20日,十六層,,
RPSOMLSLRHIGFCE56CC,13.0,34.16,住家用,鋼筋混凝土造,100年1月25日,十五層,,
RPROMLSLRHIGFCE09CC,5.0,40.67,本共有部分之項目有防空避難室兼停車空間、梯廳、車道、警衛室、管委會使用空間等５項。,鋼筋混凝土,107年6月20日,十六層,,
RPSOMLSLRHIGFCE56CC,13.0,18.41,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、自行車停車空間、門廊、外廊、陽台、梯廳、樓梯間、車道、水箱及機械室等１１項。,鋼筋混凝土造,100年1月25日,十五層,,
RPPNMLSLRHIGFDE88CC,28.0,31.23,住家用,鋼筋混凝土造,85年2月14日,十三層,,
RPPNMLSLRHIGFDE88CC,28.0,15.51,見使用執照,鋼筋混凝土造,85年2月14日,十三層,,
RPQNMLSLRHIGFDE98CC,28.0,31.56,住家用,鋼筋混凝土造,85年2月14日,十三層,,
RPQNMLSLRHIGFDE98CC,28.0,15.82,見使用執照,鋼筋混凝土造,85年2月14日,十三層,,
RPRNMLSLRHIGFDE09CC,30.0,30.41,住家用,鋼筋混凝土造,82年10月6日,十八層,,
RPUNMLSLRHIGFDE76CC,30.0,16.52,住家用,鋼筋混凝土造,82年10月6日,十八層,,
RPVNMLSLRHIGFDE86CC,31.0,23.14,商業用,鋼筋混凝土造,82年2月27日,十二層,,
RPTNMLSLRHIGFDE66CC,30.0,22.14,住家用,鋼筋混凝土造,82年10月6日,十八層,,
RPWNMLSLRHIGFDE96CC,1.0,65.17,見其他登記事項,鋼筋混凝土,111年10月13日,十五層,,
RPWNMLSLRHIGFDE96CC,1.0,37.22,本共有部分之項目有防空避難室兼停車空間、門廳、公共服務空間、門廊、管委會使用空間、梯間、車道、樓梯間、水箱及機械室等項。,鋼筋混凝土,111年10月13日,十五層,,
RPXNMLSLRHIGFDE07CC,1.0,42.45,見其他登記事項,鋼筋混凝土,111年10月13日,十五層,,
RPXNMLSLRHIGFDE07CC,1.0,31.16,本共有部分之項目有防空避難室兼停車空間、門廳、公共服務空間、門廊、管委會使用空間、梯間、車道、樓梯間、水箱及機械室等項。,鋼筋混凝土,111年10月13日,十五層,,
RPSOMLSLRHIGFDE66CC,42.0,16.52,,鋼筋混凝土造,71年2月26日,五層,,
RPVOMLSLRHIGFDE96CC,47.0,12.23,,鋼筋混凝土造,66年1月15日,四層,,
RPTOMLSLRHIGFDE76CC,49.0,9.91,,加強磚造,63年10月12日,二層,,
RPUOMLSLRHIGFDE86CC,49.0,9.91,,加強磚造,63年10月12日,二層,,
RPQOMLSLRHIGFDE09CC,1.0,65.17,見其他登記事項,鋼筋混凝土,111年10月13日,十五層,,
RPQOMLSLRHIGFDE09CC,1.0,54.82,本共有部分之項目有防空避難室兼停車空間、門廳、公共服務空間、門廊、管委會使用空間、梯間、車道、樓梯間、水箱及機械室等項。,鋼筋混凝土,111年10月13日,十五層,,
RPWOMLSLRHIGFDE07CC,49.0,14.87,,加強磚造,63年10月28日,二層,,
RPXOMLSLRHIGFDE17CC,3.0,67.92,見其它登記事項,鋼筋混凝土造,109年11月2日,二十六層,,
RPXOMLSLRHIGFDE17CC,3.0,51.68,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、門廳兼梯廳、樓梯間、儲藏室、防災中心、車道、陽台、梯廳、中繼水箱、機械室及水箱等項。,鋼筋混凝土造,109年11月2日,二十六層,,
RPPPMLSLRHIGFDE09CC,42.0,16.52,,鋼筋混凝土造,71年2月26日,五層,,
RPQPMLSLRHIGFDE56CC,45.0,16.5,,鋼筋混凝土造,67年9月23日,五層,,
RPOPMLSLRHIGFDE98CC,18.0,104.89,住家用,鋼筋混凝土造,94年7月25日,十三層,,
RPSPMLSLRHIGFDE76CC,45.0,16.5,,鋼筋混凝土造,67年9月23日,五層,,
RPQNMLSLRHIGFEE09CC,1.0,78.76,見其他登記事項,鋼筋混凝土,112年1月17日,十五層,,
RPPNMLSLRHIGFEE98CC,2.0,51.51,見其他登記事項,鋼筋混凝土,110年8月5日,十五層,,
RPPNMLSLRHIGFEE98CC,2.0,37.88,本共有部分之項目有防空避難室兼停車空間、門廳、門廊、樓梯間、管委會使用空間、車道、機械室、水箱等８項。,鋼筋混凝土,110年8月5日,十五層,,
RPRNMLSLRHIGFEE56CC,8.0,75.13,見其他登記事項,鋼筋混凝土,104年11月12日,十五層,,
RPRNMLSLRHIGFEE56CC,8.0,56.12,本共有部分之項目有停車空間、防空避難室兼停車空間、門廊、車道、騎樓、樓梯間、管理委員會使用空間、梯廳、昇降機間、水箱、機械室等１１項。,鋼筋混凝土,104年11月12日,十五層,,
RPTPMLSLRHIGFDE86CC,42.0,115.72,,鋼筋混凝土造,70年12月21日,十二層,,
RPTPMLSLRHIGFDE86CC,42.0,24.61,,鋼筋混凝土造,70年12月21日,十二層,,
RPSNMLSLRHIGFEE66CC,8.0,239.46,見其他登記事項,鋼筋混凝土,104年8月10日,二十八層,,
RPTNMLSLRHIGFEE76CC,3.0,56.1,見其他登記事項,鋼筋混凝土,109年11月6日,十八層,,
RPSNMLSLRHIGFEE66CC,8.0,162.79,本共有部分之項目有防空避難室兼停車空間、停車空間、門廳、梯間、公共服務空間、防災中心、門廊、管理員室、管理委員會使用空間、中繼水箱、樓梯間、水箱、機械室等１３項。,鋼筋混凝土,104年8月10日,二十八層,,
RPTNMLSLRHIGFEE76CC,3.0,46.53,本共有部分之項目有防空避難室兼停車空間、停車空間、管理委員會使用空間、梯廳兼門廳、門廊計入、防災中心、投影計入、梯間、機械室、水箱等共１０項。,鋼筋混凝土,109年11月6日,十八層,,
RPQNMLSLRHIGFGE66CC,1.0,36.36,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPRNMLSLRHIGFGE76CC,1.0,36.36,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPSNMLSLRHIGFGE86CC,1.0,57.85,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPTNMLSLRHIGFGE96CC,1.0,25.0,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPUNMLSLRHIGFGE07CC,1.0,57.85,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPVNMLSLRHIGFGE17CC,1.0,36.36,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPWNMLSLRHIGFGE27CC,1.0,36.36,見其他登記事項,鋼筋混凝土,111年12月5日,十層,,
RPPNMLSLRHIGFIE76CC,8.0,19.73,見其他登記事項,鋼筋混凝土造,104年7月27日,五層,,
RPPNMLSLRHIGFIE76CC,8.0,16.68,本共有部份之項目有水箱間、停車空間、室內安全梯、梯廳、機電設備、無障礙昇降機、車道、樓梯間、管理委員會、電梯機械室等１０項,鋼筋混凝土造,104年7月27日,五層,,
RPQNMLSLRHIGFIE86CC,28.0,31.42,住家用,鋼筋混凝土造,84年11月16日,十五層,,
RPQNMLSLRHIGFIE86CC,28.0,77.97,見其他登記事項,鋼筋混凝土造,84年11月16日,十五層,,
RPRNMLSLRHIGFIE96CC,21.0,197.66,見使用執照,鋼筋混凝土造,91年7月3日,四層,,
RPPNMLTLRHIGFBE78CC,26.0,73.41,住家用,鋼筋混凝土造,86年4月21日,三十五層,,
RPPNMLTLRHIGFBE78CC,26.0,21.31,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,,
RPPNMLTLRHIGFAE68CC,5.0,52.75,見其他登記事項,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,107年9月4日,二十八層,,
RPPNMLTLRHIGFAE68CC,5.0,28.1,本共有部分之項目有防空避難室兼停車空間、專用出入口緩衝空間、停車空間、車道、管委會使用空間、管道間、大廳兼梯廳、門廊、樓梯間、防災中心、梯廳、中繼機械室、機械室、水箱、機械設備區、陽台、雨遮等１７項。,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,107年9月4日,二十八層,,
RPQNMLTLRHIGFBE88CC,46.0,30.0,,鋼筋混凝土造,66年4月30日,四層,,
RPPNMLTLRHIGFCE88CC,18.0,20.13,住商用,鋼筋混凝土造,94年4月8日,四層,,
RPQNMLTLRHIGFEE56CC,21.0,12.35,住商用,見使用執照,91年8月20日,五層,,
RPQNMLTLRHIGFEE56CC,21.0,5.62,住商用,見使用執照,91年8月20日,五層,,
RPSNMLTLRHIGFEE76CC,17.0,23.8,住商用,鋼筋混凝土造,96年1月24日,四層,,
RPPNMLTLRHIGFJE96CC,38.0,14.55,住商用,鋼筋混凝土造,74年4月17日,三層,,
RPQNMLTLRHIGFFE66CC,4.0,16.52,住家用,鋼筋混凝土造,108年3月26日,四層,,
RPQNMLTLRHIGFJE07CC,38.0,15.53,住商用,鋼筋混凝土造,74年4月17日,三層,,
RPPNMLKMRHIGFAE87CC,1.0,49.16,見其他登記事項,鋼筋混凝土,112年3月13日,十五層,,
RPPNMLKMRHIGFAE87CC,1.0,27.42,本共有部分之項目有防空避難室兼停車空間、樓梯間、機械房、水箱、管委會使用空間、門廳兼梯廳、梯廳、升降機間、門廊、車道等１０項。,鋼筋混凝土,112年3月13日,十五層,,
RPRNMLKMRHIGFAE08CC,17.0,240.03,住家用,鋼筋混凝土造,95年6月13日,二十二層,,
RPRNMLKMRHIGFAE08CC,17.0,151.79,共有部分,鋼筋混凝土造,95年6月13日,二十二層,,
RPPNMLKMRHIGFBE97CC,43.0,29.66,,鋼筋混凝土造,70年2月25日,十二層,,
RPSNMLKMRHIGFAE18CC,10.0,142.08,住家用,鋼筋混凝土造,102年6月19日,二十四層,,
RPSNMLKMRHIGFAE18CC,10.0,97.77,本共有部分之項目有防空避難室、停車空間、電樓梯間、機械室、中繼水箱、垃圾儲存空間、管委會使用空間、頂蓋型廣場式開放空間、防災中心、緩衝空間、門廳、走廊等１２項。,鋼筋混凝土造,102年6月19日,二十四層,,
RPPNMLKMRHIGFCE08CC,1.0,63.11,見其他登記事項,鋼筋混凝土,111年12月26日,二十七層,,
RPPNMLKMRHIGFCE08CC,1.0,42.48,本共有部分之項目有：防空避難室兼停車空間、門廳兼梯廳、梯間、防災中心、垃圾處理存放空間（集合住宅）、管理委員會使用空間、中繼室、水箱、機械室、陽台等１０項。,鋼筋混凝土,111年12月26日,二十七層,,
RPPNMLKMRHIGFDE18CC,2.0,73.33,見其它登記事項,鋼筋混凝土,110年7月26日,二十二層,,
RPPNMLKMRHIGFDE18CC,2.0,60.49,本共有部分之項目有防空避難室兼停車空間、停車空間、梯廳、特安梯、排煙室、緊急升降機、管道、防災中心、車道、緩衝空間、廁所、垃圾暫存室、管委會使用空間、頂蓋型開放空間、升降機、門廊、警衛室、伸縮縫、樓梯間、陽台等項。,鋼筋混凝土,110年7月26日,二十二層,,
RPSNMLKMRHIGFCE38CC,13.0,61.1,住家用,鋼筋混凝土造,100年1月25日,十五層,,
RPSNMLKMRHIGFCE38CC,13.0,32.91,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、自行車停車空間、門廊、外廊、陽台、梯廳、樓梯間、車道、水箱及機械室等１１項。,鋼筋混凝土造,100年1月25日,十五層,,
RPQNMLKMRHIGFEE38CC,17.0,55.45,住家用,鋼筋混凝土造,95年11月7日,十五層,,
RPQNMLKMRHIGFEE38CC,17.0,23.85,停車空間，車道，梯間，機械室，水箱，避難室，門廳，頂蓋型開放空間,鋼筋混凝土造,95年11月7日,十五層,,
RPRNMLKMRHIGFEE48CC,24.0,161.52,見其他登記事項,鋼筋混凝土結構造,88年11月17日,二十三層,,
RPRNMLKMRHIGFEE48CC,24.0,80.24,見使用執照,見使用執照,88年11月17日,二十三層,,
RPQNMLKMRHIGFDE28CC,4.0,52.27,見其他登記事項,鋼筋混凝土造,108年6月18日,十五層,,
RPPNMLKMRHIGFEE28CC,9.0,56.25,住家用,鋼筋混凝土造,103年3月27日,十五層,,
RPQNMLKMRHIGFDE28CC,4.0,53.2,本共有部分之項目有防空避難室兼停車空間、門廳、樓梯間、車道、管委會使用空間、機械室及水箱等項。,鋼筋混凝土造,108年6月18日,十五層,,
RPPNMLKMRHIGFEE28CC,9.0,58.55,本共有部分之項目有防空避難室兼停車空間、停車空間、梯間、門廳、門廊、管理委員會使用空間、走廊、立體架構投影、機械室、水箱、夾層、遮、陽台等１３項。,鋼筋混凝土造,103年3月27日,十五層,,
RPSNMLKMRHIGFEE58CC,4.0,60.3,見其他登記事項,鋼筋混凝土,108年7月18日,十五層,,
RPSNMLKMRHIGFEE58CC,4.0,33.0,本共有部分之項目有防空避難室、停車空間、機械停車空間、管理委員會使用空間、騎樓、門廳、門廊、車道、管道間、梯間、樓梯間、水箱、機械房等１３項。,鋼筋混凝土,108年7月18日,十五層,,
RPPNMLKMRHIGFLE98CC,50.0,316.94,住商用,加強磚造,62年10月1日,二層,,
RPPNMLKMRHIGFGE48CC,1.0,67.15,見其他登記事項,鋼筋混凝土,111年4月21日,十五層,,
RPPNMLKMRHIGFGE48CC,1.0,59.71,本共有部分之項目有防空避難室兼停車空間、門廳、樓梯間、車道、公共服務空間、管委會使用空間、機械室、水箱等項。,鋼筋混凝土,111年4月21日,十五層,,
RPPNMLLJIIIGFCE07CC,6.0,16.52,住家用,鋼筋混凝土,107年1月15日,七層,,
RPQNMLKMRHIGFGE58CC,39.0,81.01,住商用,鋼筋混凝土造,73年10月5日,二層,,
RPQNMLKMRHIGFGE58CC,39.0,34.96,共有部分,鋼筋混凝土造,73年10月5日,地下層,,
RPQNMLKMRHIGFLE09CC,3.0,254.87,住家用,鋼筋混凝土造,109年12月29日,四層,,
RPRNMLMJIIIGFBE27CC,27.0,36.36,住商用,鋼筋混凝土造,86年2月27日,二十四層,,
RPPNMLMJIIIGFDE27CC,9.0,149.71,住家用,鋼筋混凝土造,103年6月10日,十五層,,
RPPNMLMJIIIGFDE27CC,9.0,104.49,共有部分,鋼筋混凝土造,103年6月10日,十五層,,
RPQNMLMJIIIGFDE37CC,3.0,145.78,見其他登記事項,鋼筋混凝土造,109年12月29日,二十九層,,
RPQNMLMJIIIGFDE37CC,3.0,123.79,本共有部分之項目有防空避難室兼停車空間、停車空間、公共服務空間、頂蓋型開放空間、門廊、外廊、出入口緩衝空間、梯間、管理員室、防災中心、車道面積、管道間、管理委員會使用空間、陽台、中繼室、樓梯間、機械室及水箱等項。,鋼筋混凝土造,109年12月29日,二十九層,,
RPXNMLMJIIIGFEE18CC,43.0,87.01,,加強磚造,69年8月13日,二層,,
RPRNMLMJIIIGFDE47CC,9.0,137.06,住家用,鋼筋混凝土造,103年6月10日,十五層,,
RPRNMLMJIIIGFDE47CC,9.0,99.19,共有部分,鋼筋混凝土造,103年6月10日,十五層,,
RPOOMLMJIIIGFEE37CC,34.0,159.27,住家用,鋼筋混凝土造,78年6月12日,十七層,,
RPRNMLMJIIIGFFE67CC,54.0,54.6,住家用,加強磚造,58年8月1日,二層,,
RPQNMLMJIIIGFGE67CC,1.0,161.54,店舖、集合住宅,鋼筋混凝土,111年12月5日,十層,,
