serial_number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPPOMLLLRHIGFDE28CC,28.0,98.82,住商用,鋼筋混凝土造,84年7月7日,八層,NULL,NULL
RPPOMLLLRHIGFDE28CC,28.0,45.47,見使用執照,鋼筋混凝土造,84年7月7日,八層,NULL,NULL
RPOOMLLLRHIGFDE18CC,8.0,56.97,住家用,鋼筋混凝土造,104年8月25日,九層,NULL,NULL
RPOOMLLLRHIGFDE18CC,8.0,31.64,本共有部分之項目有防空避難室兼停車空間、停車空間、門廳、升降機道、車道頂蓋、管委會使用空間、樓梯間、管道間、梯廳等。,鋼筋混凝土造,104年8月25日,九層,NULL,NULL
RPQOMLLLRHIGFDE38CC,25.0,28.34,商業用,鋼骨鋼筋混凝土造,87年9月29日,二十五層,NULL,NULL
RPQOMLLLRHIGFDE38CC,25.0,12.34,見使用執照,鋼骨鋼筋混凝土造,87年9月29日,二十五層,NULL,NULL
RPPNMLLLRHIGFEE28CC,26.0,84.09,住家用,鋼筋混凝土造,86年11月17日,八層,NULL,NULL
RPPNMLLLRHIGFEE28CC,26.0,45.69,見使用執照,鋼筋混凝土造,86年11月17日,八層,NULL,NULL
RPQNMLLLRHIGFEE38CC,5.0,95.79,見其他登記事項,鋼筋混凝土,107年10月31日,十四層,NULL,NULL
RPQNMLLLRHIGFEE38CC,5.0,90.91,本共有部分之項目包括：防空避難室兼停車空間、門廳、垃圾暫存室、車道、樓梯間、管委會使用空間、機械室、水箱等８項,鋼筋混凝土,107年10月31日,十四層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,37.24,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,37.24,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,37.24,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,37.24,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPUNMLLLRHIGFEE78CC,29.0,72.92,住家用,鋼筋混凝土造,83年6月11日,八層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,14.8,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPUNMLLLRHIGFEE78CC,29.0,37.43,見使用執照,鋼筋混凝土造,83年6月11日,八層,NULL,NULL
RPSNMLLLRHIGFEE58CC,15.0,8.0,住家用,鋼筋混凝土造,97年4月21日,四層,NULL,NULL
RPTNMLLLRHIGFEE68CC,30.0,145.19,住家用,鋼筋混凝土造,82年5月13日,十一層,NULL,NULL
RPTNMLLLRHIGFEE68CC,30.0,54.66,見使用執照,鋼筋混凝土造,82年5月13日,十一層,NULL,NULL
RPRNMLLLRHIGFEE48CC,6.0,85.08,見其他登記事項,鋼筋混凝土,106年9月30日,十五層,NULL,NULL
RPRNMLLLRHIGFEE48CC,6.0,40.95,本共有部分之項目包括：停車空間、防空避難室兼停車空間、頂蓋型廣場式開放空間、管委會空間、樓梯間、門廊、車道、門廳、樓梯間（挑空）、梯間、機械室、水箱等１２項,鋼筋混凝土,106年9月30日,十五層,NULL,NULL
RPPOMLLLRHIGFEE38CC,18.0,10.73,店舖，集合住宅，停車空間,鋼筋混凝土造,94年12月16日,四層,NULL,NULL
RPXNMLLLRHIGFEE09CC,22.0,19.72,住家用,見使用執照,90年9月7日,六層,NULL,NULL
RPXNMLLLRHIGFEE09CC,22.0,10.51,見使用執照,見使用執照,90年9月7日,六層,NULL,NULL
RPQOMLLLRHIGFEE48CC,18.0,16.34,店舖，集合住宅，停車空間,鋼筋混凝土造,94年12月16日,四層,NULL,NULL
RPUOMLLLRHIGFEE88CC,30.0,76.67,住家用,鋼筋混凝土造,82年5月10日,十二層,NULL,NULL
RPUOMLLLRHIGFEE88CC,30.0,19.25,見使用執照,鋼筋混凝土造,82年5月10日,十二層,NULL,NULL
RPPNMLLLRHIGFGE48CC,26.0,57.51,住家用,鋼筋混凝土造,86年8月25日,二十四層,NULL,NULL
RPPNMLLLRHIGFGE48CC,26.0,16.72,共有部分,鋼筋混凝土造,86年8月25日,二十四層,NULL,NULL
RPQNMLLLRHIGFGE58CC,3.0,62.62,見其他登記事項,鋼筋混凝土造,110年1月4日,十五層,NULL,NULL
RPQNMLLLRHIGFGE58CC,3.0,36.34,本共有部分之項目有法定防空避難室兼停車空間、車道、管理委員會使用空間、門廳、梯間、管道間、樓梯間、昇降機間、水箱及機械室等項。,鋼筋混凝土造,110年1月4日,十五層,NULL,NULL
RPRNMLLLRHIGFGE68CC,41.0,56.44,住家用,鋼筋混凝土造,71年7月10日,五層,NULL,NULL
RPRNMLLLRHIGFGE68CC,41.0,5.61,共有部份,鋼筋混凝土造,71年7月10日,五層,NULL,NULL
RPUNMLLLRHIGFGE98CC,45.0,106.0,住家用,鋼筋混凝土造,67年12月14日,四層,NULL,NULL
RPSNMLLLRHIGFGE78CC,14.0,80.83,見其他登記事項,鋼筋混凝土,98年3月30日,十四層,NULL,NULL
RPSNMLLLRHIGFGE78CC,14.0,41.38,門廊、門廳、車道、防空避難室兼停車空間、進風口、停車空間、樓梯間、六米基地內通道、機械室、水箱、電樓梯間,鋼筋混凝土,98年3月30日,十四層,NULL,NULL
RPVNMLLLRHIGFGE09CC,12.0,77.16,見其他登記事項,鋼筋混凝土造,100年9月12日,十五層,NULL,NULL
RPVNMLLLRHIGFGE09CC,12.0,62.86,共有部分，本共有部分之項目有停車空間、防空避難室兼停車空間、樓梯間、公共服務空間、車道、沿街步道式頂蓋型開放空間、廣場式頂蓋型開放空間、機械室及水箱等９項。,鋼筋混凝土造,100年9月12日,十五層,NULL,NULL
RPTNMLLLRHIGFGE88CC,1.0,85.46,店舖,鋼筋混凝土,111年12月29日,十五層,NULL,NULL
RPPNMLLLRHIGFIE68CC,1.0,112.01,見其它登記事項,鋼筋混凝土,111年10月25日,十五層,NULL,NULL
RPTNMLLLRHIGFGE88CC,1.0,51.08,本共有部分之項目有防空避難室兼停車空間、樓梯間、門廳、車道、公共服務空間、供管委會使用空間、門廊、機械室、水箱等項。,鋼筋混凝土,111年12月29日,十五層,NULL,NULL
RPPNMLLLRHIGFIE68CC,1.0,87.17,本共有部分之項目有防空避難室兼停車空間、樓梯間、門廳、車道、管委會使用空間、機械室、水箱等７項,鋼筋混凝土,111年10月25日,十五層,NULL,NULL
RPQNMLLLRHIGFIE78CC,2.0,63.36,見其他登記事項,鋼筋混凝土造,110年7月27日,六層,NULL,NULL
RPQNMLLLRHIGFIE78CC,2.0,20.03,本共有部分之項目有停車空間、發電機室、受信室、梯廳、樓梯間、機械室、水箱等７項,鋼筋混凝土造,110年7月27日,六層,NULL,NULL
RPPNMLMLRHIGFAE97CC,40.0,125.97,NULL,鋼筋混凝土造,73年2月13日,十層,NULL,NULL
RPQNMLMLRHIGFAE08CC,40.0,88.28,NULL,鋼筋混凝土造,72年10月15日,五層,NULL,NULL
RPRNMLMLRHIGFAE18CC,39.0,99.55,NULL,鋼筋混凝土造,73年7月12日,十二層,NULL,NULL
RPRNMLMLRHIGFAE18CC,39.0,11.27,NULL,鋼筋混凝土造,73年7月12日,十二層,NULL,NULL
RPUNMLMLRHIGFAE48CC,16.0,51.55,住家用,鋼筋混凝土造,96年5月10日,十五層,NULL,NULL
RPUNMLMLRHIGFAE48CC,16.0,26.26,防空避難室及停車空間、屋頂突出物、樓梯間、管理委員會使用空間,鋼筋混凝土造,96年5月10日,十五層,NULL,NULL
RPSNMLMLRHIGFAE28CC,31.0,91.02,住家用,鋼筋混凝土造,81年5月29日,七層,NULL,NULL
RPSNMLMLRHIGFAE28CC,31.0,33.32,見使用執照,鋼筋混凝土造,81年5月29日,七層,NULL,NULL
RPTNMLMLRHIGFAE38CC,41.0,29.63,NULL,鋼筋混凝土造,72年2月23日,十二層,NULL,NULL
RPTNMLMLRHIGFAE38CC,41.0,7.13,NULL,鋼筋混凝土造,72年2月23日,十二層,NULL,NULL
RPROMLMLRHIGFAE28CC,15.0,174.4,住家用,鋼筋混凝土造,97年7月9日,二十四層,NULL,NULL
RPROMLMLRHIGFAE28CC,15.0,116.01,共有部分,鋼筋混凝土造,97年7月9日,二十四層,NULL,NULL
RPPOMLMLRHIGFAE08CC,33.0,258.5,住家用,鋼筋混凝土造,79年10月22日,十四層,NULL,NULL
RPPOMLMLRHIGFAE08CC,33.0,120.09,見使用執照,鋼筋混凝土造,79年10月22日,十四層,NULL,NULL
RPQNMLMLRHIGFBE18CC,29.0,20.4,住家用,鋼筋混凝土造,83年9月6日,十二層,NULL,NULL
RPQNMLMLRHIGFBE18CC,29.0,7.62,見使用執照,鋼筋混凝土造,83年9月6日,十二層,NULL,NULL
RPSNMLMLRHIGFBE38CC,28.0,126.93,住家用,鋼筋混凝土造,84年6月5日,十六層,NULL,NULL
RPSNMLMLRHIGFBE38CC,28.0,51.91,見使用執照,鋼筋混凝土造,84年6月5日,十六層,NULL,NULL
RPPNMLMLRHIGFBE08CC,41.0,79.16,NULL,鋼筋混凝土造,71年12月2日,十二層,NULL,NULL
RPPNMLMLRHIGFBE08CC,41.0,15.63,NULL,鋼筋混凝土造,71年12月2日,十二層,NULL,NULL
RPUNMLMLRHIGFBE58CC,40.0,41.1,NULL,鋼筋混凝土造,72年12月27日,十二層,NULL,NULL
RPUNMLMLRHIGFBE58CC,40.0,12.16,NULL,鋼筋混凝土造,72年12月27日,十二層,NULL,NULL
RPTNMLMLRHIGFBE48CC,44.0,76.24,NULL,鋼筋混凝土造,68年8月8日,十二層,NULL,NULL
RPTNMLMLRHIGFBE48CC,44.0,11.3,走廊、樓梯間、電梯間,鋼筋混凝土造,68年8月8日,十二層,NULL,NULL
RPVNMLMLRHIGFBE68CC,55.0,147.18,住商用,加強磚造,57年7月13日,三層,NULL,NULL
RPWNMLMLRHIGFBE78CC,8.0,26.0,住商用,鋼筋混凝土造,104年5月26日,五層,NULL,NULL
RPPOMLMLRHIGFBE18CC,5.0,65.4,見其他登記事項,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土構造,107年9月11日,二十九層,NULL,NULL
RPPOMLMLRHIGFBE18CC,5.0,59.75,共有部分,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土構造,107年9月11日,二十九層,NULL,NULL
RPWNMLMLRHIGFCE88CC,45.0,70.38,NULL,鋼筋混凝土造,67年12月19日,四層,NULL,NULL
RPPNMLMLRHIGFCE18CC,43.0,5988.55,NULL,見使用執照,69年7月28日,二層,NULL,NULL
RPVNMLMLRHIGFCE78CC,25.0,51.06,住家用,鋼骨造,88年2月9日,三十九層,NULL,NULL
RPVNMLMLRHIGFCE78CC,25.0,23.37,共有部分,鋼骨造,88年2月9日,三十九層,NULL,NULL
RPVNMLMLRHIGFCE78CC,25.0,65.43,停車空間,鋼骨造,88年2月9日,三十九層,NULL,NULL
RPPNMLMLRHIGFDE28CC,30.0,64.05,住家用,鋼筋混凝土造,82年9月14日,十二層,NULL,NULL
RPQNMLMLRHIGFDE38CC,30.0,75.35,住家用,鋼筋混凝土造,82年6月22日,十二層,NULL,NULL
RPPNMLMLRHIGFDE28CC,30.0,10.95,見使用執照,鋼筋混凝土造,82年9月14日,十二層,NULL,NULL
RPQNMLMLRHIGFDE38CC,30.0,27.62,見使用執照,鋼筋混凝土造,82年6月22日,十二層,NULL,NULL
RPWNMLMLRHIGFDE98CC,39.0,82.91,NULL,鋼筋混凝土造,73年12月14日,五層,NULL,NULL
RPWNMLMLRHIGFDE98CC,39.0,15.27,NULL,鋼筋混凝土造,73年12月14日,五層,NULL,NULL
RPQOMLMLRHIGFDE48CC,49.0,93.4,NULL,鋼筋混凝土造,64年3月14日,四層,NULL,NULL
RPVNMLMLRHIGFDE88CC,26.0,115.06,住商用,鋼筋混凝土造,86年5月26日,十二層,NULL,NULL
RPVNMLMLRHIGFDE88CC,26.0,26.69,見使用執照,鋼筋混凝土造,86年5月26日,十二層,NULL,NULL
RPROMLMLRHIGFDE58CC,19.0,305.19,住家用,鋼筋混凝土造,93年9月30日,五層,NULL,NULL
RPQNMLMLRHIGFEE48CC,2.0,53.4,見其他登記事項,鋼筋混凝土,111年1月25日,八層,NULL,NULL
RPQNMLMLRHIGFEE48CC,2.0,28.2,本共有部分之項目有防空避難室兼停車空間、車道、汽車昇降機、騎樓、管委會使用空間、梯間、樓梯間、機械室等８項。,鋼筋混凝土,111年1月25日,八層,NULL,NULL
RPPNMLMLRHIGFEE38CC,29.0,105.5,見其他登記事項,鋼筋混凝土造,83年6月28日,十九層,NULL,NULL
RPPNMLMLRHIGFEE38CC,29.0,11.09,見使用執照,鋼筋混凝土造,83年6月28日,十九層,NULL,NULL
RPSNMLMLRHIGFEE68CC,30.0,84.87,住家用,鋼筋混凝土造,82年4月3日,十一層,NULL,NULL
RPSNMLMLRHIGFEE68CC,30.0,33.59,見使用執照,鋼筋混凝土造,82年4月3日,十一層,NULL,NULL
RPRNMLMLRHIGFEE58CC,24.0,81.89,住家用,見使用執照,88年6月16日,九層,NULL,NULL
RPRNMLMLRHIGFEE58CC,24.0,51.75,見使用執照,見使用執照,88年6月16日,九層,NULL,NULL
RPTNMLMLRHIGFEE78CC,19.0,16.32,見使用執照,見使用執照,93年4月13日,十層,NULL,NULL
RPTNMLMLRHIGFEE78CC,19.0,7.32,見使用執照,見使用執照,93年4月13日,十層,NULL,NULL
RPTNMLMLRHIGFEE78CC,19.0,2.87,見使用執照,見使用執照,93年4月13日,NULL,NULL,NULL
RPUNMLMLRHIGFEE88CC,28.0,84.05,住家用,鋼筋混凝土造,84年8月5日,七層,NULL,NULL
RPUNMLMLRHIGFEE88CC,28.0,26.53,見使用執照,鋼筋混凝土造,84年8月5日,七層,NULL,NULL
RPVNMLMLRHIGFEE98CC,37.0,53.59,NULL,鋼筋混凝土造,75年9月16日,四層,NULL,NULL
RPOOMLMLRHIGFEE38CC,24.0,133.34,住家用,鋼筋混凝土造,88年12月27日,二十八層,NULL,NULL
RPOOMLMLRHIGFEE38CC,24.0,50.64,見使用執照,見使用執照,88年12月27日,二十八層,NULL,NULL
RPSOMLMLRHIGFEE78CC,52.0,68.76,住家用,加強磚造,61年1月2日,二層,NULL,NULL
RPQOMLMLRHIGFEE58CC,38.0,116.59,NULL,鋼筋混凝土造,74年6月25日,五層,NULL,NULL
RPPNMLMLRHIGFGE58CC,5.0,56.71,見其他登記事項,鋼筋混凝土,107年11月23日,十三層,NULL,NULL
RPPNMLNLRHIGFAE08CC,30.0,27.22,住家用,鋼筋混凝土造,83年1月26日,十三層,NULL,NULL
RPPNMLNLRHIGFAE08CC,30.0,8.64,NULL,鋼筋混凝土造,83年1月26日,十三層,NULL,NULL
RPQNMLNLRHIGFAE18CC,46.0,84.46,NULL,鋼筋混凝土造,66年7月20日,五層,NULL,NULL
RPRNMLMLRHIGFGE78CC,31.0,83.29,住家用,鋼筋混凝土造,81年10月28日,十五層,NULL,NULL
RPRNMLMLRHIGFGE78CC,31.0,21.06,共有部分,鋼筋混凝土造,81年10月28日,十五層,NULL,NULL
RPRNMLNLRHIGFAE28CC,29.0,22.75,住家用,鋼筋混凝土造,83年9月15日,十三層,NULL,NULL
RPRNMLNLRHIGFAE28CC,29.0,10.03,見使用執照,鋼筋混凝土造,83年9月15日,十三層,NULL,NULL
RPSNMLNLRHIGFAE38CC,NULL,50.77,見其他登記事項,鋼筋混凝土,112年3月13日,十五層,NULL,NULL
RPSNMLNLRHIGFAE38CC,NULL,77.38,本共有部分之項目有防空避難室兼停車空間、樓梯間、機械房、水箱、管委會使用空間、門廳兼梯廳、梯廳、升降機間、門廊、車道等１０項。,鋼筋混凝土,112年3月13日,十五層,NULL,NULL
RPTNMLNLRHIGFAE48CC,8.0,86.97,店舖、集合住宅,鋼筋混凝土,104年8月25日,十五層,NULL,NULL
RPTNMLNLRHIGFAE48CC,8.0,31.15,本共有部分之項目有樓梯間、防空避難室兼停車空間、電樓梯間、機械室、水箱、門廳、車道、門廊、供管委會使用空間等９項。,鋼筋混凝土,104年8月25日,十五層,NULL,NULL
RPUNMLNLRHIGFAE58CC,2.0,42.87,見其他登記事項,鋼筋混凝土,110年7月2日,二十六層,NULL,NULL
RPUNMLNLRHIGFAE58CC,2.0,34.93,本共有部分之項目有防空避難室兼停車空間、出入口緩衝空間、梯廳、管理委員會使用空間、車道、樓，電梯間、通用化設計（交誼廳）、管理委員會使用空間（中繼室）、樓梯間、機械室、水箱等１１項。,鋼筋混凝土,110年7月2日,二十六層,NULL,NULL
RPVNMLNLRHIGFAE68CC,18.0,27.81,住家用,鋼筋混凝土造,94年6月24日,十五層,NULL,NULL
RPVNMLNLRHIGFAE68CC,18.0,2.43,共有部分,鋼筋混凝土造,94年6月24日,十五層,NULL,NULL
RPVNMLNLRHIGFAE68CC,18.0,5.62,共有部分,鋼筋混凝土造,94年6月24日,十五層,NULL,NULL
RPVNMLNLRHIGFAE68CC,18.0,9.33,共有部分,鋼筋混凝土造,94年6月24日,十五層,NULL,NULL
RPWNMLNLRHIGFAE78CC,12.0,50.1,住家用,鋼筋混凝土造,100年10月7日,十五層,NULL,NULL
RPWNMLNLRHIGFAE78CC,12.0,33.4,見其他登記事項,鋼筋混凝土造,100年10月7日,十五層,NULL,NULL
RPQNMLNLRHIGFBE28CC,42.0,101.59,NULL,鋼筋混凝土造,71年2月27日,十二層,NULL,NULL
RPQNMLNLRHIGFBE28CC,42.0,10.5,NULL,鋼筋混凝土造,71年2月27日,十二層,NULL,NULL
RPPNMLNLRHIGFBE18CC,50.0,48.4,NULL,鋼筋混凝土造,62年12月19日,四層,NULL,NULL
RPPNMLNLRHIGFBE18CC,50.0,5.27,NULL,鋼筋混凝土造,62年12月19日,0,NULL,NULL
RPRNMLNLRHIGFBE38CC,29.0,39.75,住家用,鋼筋混凝土造,83年9月27日,十一層,NULL,NULL
RPRNMLNLRHIGFBE38CC,29.0,10.82,見使用執照,鋼筋混凝土造,83年9月27日,十一層,NULL,NULL
RPSNMLNLRHIGFBE48CC,26.0,73.27,住家用,鋼筋混凝土造,86年4月21日,三十五層,NULL,NULL
RPSNMLNLRHIGFBE48CC,26.0,27.97,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,NULL,NULL
RPOOMLNLRHIGFBE18CC,44.0,71.15,見其他登記事項,鋼筋混凝土造,68年5月26日,五層,NULL,NULL
RPTNMLNLRHIGFBE58CC,29.0,93.42,住家用,鋼筋混凝土造,83年7月21日,十層,NULL,NULL
RPTNMLNLRHIGFBE58CC,29.0,24.17,見使用執照,鋼筋混凝土造,83年7月21日,十層,NULL,NULL
RPPOMLNLRHIGFBE28CC,40.0,94.45,NULL,鋼筋混凝土造,72年9月15日,五層,NULL,NULL
RPPNMLNLRHIGFCE28CC,46.0,78.37,住商用,加強磚造,66年12月31日,二層,NULL,NULL
RPRNMLNLRHIGFCE48CC,1.0,19.59,見其他登記事項,鋼筋混凝土,111年10月27日,八層,NULL,NULL
RPRNMLNLRHIGFCE48CC,1.0,13.3,共有部分之項目有：停車空間兼防空避難室、騎樓、大廳、車道、管委會使用空間(管委使用空間)、一般昇降機道、走廊、梯廳、安全梯、管道間、陽台、樓梯間、電梯機械室、門廊等１４項。,鋼筋混凝土,111年10月27日,八層,NULL,NULL
RPQNMLNLRHIGFCE38CC,45.0,28.4,NULL,鋼筋混凝土造,67年8月11日,十一層,NULL,NULL
RPQNMLNLRHIGFCE38CC,45.0,6.41,見使用執照,鋼筋混凝土造,67年8月11日,十一層,NULL,NULL
RPSNMLNLRHIGFCE58CC,1.0,19.59,見其他登記事項,鋼筋混凝土,111年10月27日,八層,NULL,NULL
RPSNMLNLRHIGFCE58CC,1.0,13.3,共有部分之項目有：停車空間兼防空避難室、騎樓、大廳、車道、管委會使用空間(管委使用空間)、一般昇降機道、走廊、梯廳、安全梯、管道間、陽台、樓梯間、電梯機械室、門廊等１４項。,鋼筋混凝土,111年10月27日,八層,NULL,NULL
RPUNMLNLRHIGFCE78CC,10.0,243.47,住家用,鋼骨鋼筋混凝土構造,102年7月10日,二十九層,NULL,NULL
RPUNMLNLRHIGFCE78CC,10.0,121.63,本共有部分之項目有防空避難室兼停車空間、公共服務空間、樓梯間、車道、管委會使用空間、中繼水箱、機械室及水箱等８項。,鋼骨鋼筋混凝土構造,102年7月10日,二十九層,NULL,NULL
RPTNMLNLRHIGFCE68CC,29.0,113.41,住家用,鋼筋混凝土造,83年11月2日,十二層,NULL,NULL
RPTNMLNLRHIGFCE68CC,29.0,31.36,見使用執照,鋼筋混凝土造,83年11月2日,十二層,NULL,NULL
RPQNMLNLRHIGFDE48CC,1.0,76.26,店鋪,鋼筋混凝土,111年10月13日,十五層,NULL,NULL
RPQNMLNLRHIGFDE48CC,1.0,52.8,本共有部分之項目有防空避難室兼停車空間、門廳、公共服務空間、門廊、管委會使用空間、梯間、車道、樓梯間、水箱及機械室等項。,鋼筋混凝土,111年10月13日,十五層,NULL,NULL
RPVNMLNLRHIGFCE88CC,18.0,140.14,住家用,鋼筋混凝土造,95年3月17日,十五層,NULL,NULL
RPVNMLNLRHIGFCE88CC,18.0,78.8,共有部分,鋼筋混凝土造,95年3月17日,十五層,NULL,NULL
RPPNMLNLRHIGFDE38CC,40.0,82.66,NULL,鋼筋混凝土造,73年1月4日,五層,NULL,NULL
RPPNMLNLRHIGFDE38CC,40.0,14.02,NULL,鋼筋混凝土造,73年1月4日,五層,NULL,NULL
RPRNMLNLRHIGFDE58CC,29.0,101.66,住商用,鋼筋混凝土造,83年6月11日,十六層,NULL,NULL
RPRNMLNLRHIGFDE58CC,29.0,13.09,見使用執照,鋼筋混凝土造,83年6月11日,十六層,NULL,NULL
RPUNMLNLRHIGFDE88CC,25.0,67.45,住家用,鋼筋混凝土造,87年5月18日,十二層,NULL,NULL
RPUNMLNLRHIGFDE88CC,25.0,16.43,見其他登記事項,鋼筋混凝土造,87年5月18日,十二層,NULL,NULL
RPRNMLNLRHIGFEE68CC,29.0,93.34,住家用,鋼筋混凝土造,83年12月7日,十層,NULL,NULL
RPRNMLNLRHIGFEE68CC,29.0,23.23,見使用執照,鋼筋混凝土造,83年12月7日,十層,NULL,NULL
RPQNMLNLRHIGFEE58CC,45.0,80.75,NULL,鋼筋混凝土造,67年7月11日,四層,NULL,NULL
RPSNMLNLRHIGFEE78CC,3.0,55.71,見其他登記事項,鋼筋混凝土,109年6月12日,二十三層,NULL,NULL
RPSNMLNLRHIGFEE78CC,3.0,30.02,本共有部分之項目有防空避難室兼停車空間、梯間、門廳、防災中心、公共服務空間、車道面積、中繼水箱、樓梯間、機械室、水箱等共１０項。,鋼筋混凝土,109年6月12日,二十三層,NULL,NULL
RPTNMLNLRHIGFEE88CC,23.0,105.77,住家用,見使用執照,89年4月11日,十層,NULL,NULL
RPTNMLNLRHIGFEE88CC,23.0,30.22,見使用執照,見使用執照,89年4月11日,十層,NULL,NULL
RPUNMLNLRHIGFEE98CC,1.0,47.59,見其他登記事項,鋼筋混凝土,112年1月12日,十四層,NULL,NULL
RPUNMLNLRHIGFEE98CC,1.0,50.15,本共有部分之項目有：防空避難室兼停車空間、車道、停車空間、管委會使用空間、機械室、水箱、樓梯間等７項。,鋼筋混凝土,112年1月12日,十四層,NULL,NULL
RPVNMLNLRHIGFEE09CC,42.0,78.28,NULL,鋼筋混凝土造,70年4月9日,五層,NULL,NULL
RPPNMLNLRHIGFGE68CC,25.0,61.95,住家用,鋼筋混凝土造,87年10月5日,十四層,NULL,NULL
RPPNMLNLRHIGFGE68CC,25.0,20.91,見使用執照,鋼筋混凝土造,87年10月5日,十四層,NULL,NULL
RPQNMLNLRHIGFGE78CC,44.0,58.82,住家用,鋼筋混凝土造,68年11月15日,四層,NULL,NULL
RPRNMLNLRHIGFGE88CC,7.0,91.07,見其他登記事項,鋼筋混凝土,106年2月16日,十四層,NULL,NULL
RPRNMLNLRHIGFGE88CC,7.0,46.48,本共有部分之項目有停車空間、防空避難室兼停車空間、樓梯間、車道、門廳兼梯廳、公共服務空間、機械室、水箱等項。,鋼筋混凝土,106年2月16日,十四層,NULL,NULL
RPSNMLNLRHIGFGE98CC,35.0,263.06,住商用,鋼筋混凝土造,77年11月8日,四層,NULL,NULL
RPPNMLLLRHIGFLE98CC,22.0,95.47,住家用,鋼筋混凝土造,90年12月30日,十四層,NULL,NULL
RPPNMLLLRHIGFLE98CC,22.0,35.7,門廊、管理員室、機械室、樓梯間、圖書室、中庭、遊戲室、水箱、機械停車、蓄水池、停車場、儲藏室、電信室．,鋼筋混凝土造,90年12月30日,十四層,NULL,NULL
RPPNMLNLRHIGFIE88CC,5.0,26.08,見其他登記事項,鋼筋混凝土,107年6月6日,四層,NULL,NULL
RPPNMLNLRHIGFJE98CC,29.0,24.98,住家用,鋼筋混凝土造,83年7月18日,十二層,NULL,NULL
RPPNMLNLRHIGFJE98CC,29.0,7.2,門廳，防空避難室，停車空間，水箱，電樓梯間，機械室,鋼筋混凝土造,83年7月18日,十二層,NULL,NULL
RPQNMLNLRHIGFLE66CC,27.0,54.46,住家用,鋼筋混凝土造,85年6月10日,十二層,NULL,NULL
RPQNMLNLRHIGFLE66CC,27.0,21.12,共有部分,鋼筋混凝土造,85年6月10日,十二層,NULL,NULL
RPPNMLPLRHIGFAE28CC,41.0,20.93,NULL,鋼筋混凝土造,72年2月23日,十二層,NULL,NULL
RPPNMLPLRHIGFAE28CC,41.0,5.03,NULL,鋼筋混凝土造,72年2月23日,十二層,NULL,NULL
RPTNMLPLRHIGFAE68CC,42.0,26.6,NULL,鋼筋混凝土造,70年11月24日,十二層,NULL,NULL
RPTNMLPLRHIGFAE68CC,42.0,6.14,NULL,鋼筋混凝土造,70年11月24日,十二層,NULL,NULL
RPQNMLPLRHIGFAE38CC,15.0,47.01,住家用,鋼筋混凝土造,97年10月21日,十五層,NULL,NULL
RPQNMLPLRHIGFAE38CC,15.0,33.27,共有部分,鋼筋混凝土造,97年10月21日,十五層,NULL,NULL
RPUNMLPLRHIGFAE78CC,38.0,25.74,NULL,鋼筋混凝土造,75年2月17日,十六層,NULL,NULL
RPUNMLPLRHIGFAE78CC,38.0,7.8,NULL,鋼筋混凝土造,75年2月17日,十六層,NULL,NULL
RPUNMLPLRHIGFAE78CC,38.0,2.47,NULL,鋼筋混凝土造,75年2月17日,十六層,NULL,NULL
RPQNMLPLRHIGFBE48CC,33.0,229.7,NULL,鋼筋混凝土造,79年12月28日,十二層,NULL,NULL
RPTNMLPLRHIGFBE78CC,52.0,23.68,NULL,加強磚造,60年8月5日,二層,NULL,NULL
RPVNMLPLRHIGFBE98CC,29.0,89.59,住家用,鋼筋混凝土造,83年7月8日,十三層,NULL,NULL
RPVNMLPLRHIGFBE98CC,29.0,23.88,見使用執照,鋼筋混凝土造,83年7月8日,十三層,NULL,NULL
RPVNMLPLRHIGFBE98CC,29.0,7.95,見使用執照,鋼筋混凝土造,83年7月8日,十三層,NULL,NULL
RPWNMLPLRHIGFBE09CC,21.0,64.79,住家用,鋼筋混凝土造,91年4月3日,十四層,NULL,NULL
RPWNMLPLRHIGFBE09CC,21.0,41.05,見其他登記事項,鋼筋混凝土造,91年4月3日,十四層,NULL,NULL
RPXNMLPLRHIGFBE56CC,32.0,38.25,住家用,鋼筋混凝土造,80年12月30日,十二層,NULL,NULL
RPOOMLPLRHIGFBE38CC,1.0,77.82,見其他登記事項,鋼筋混凝土造,111年12月30日,十五層,NULL,NULL
RPOOMLPLRHIGFBE38CC,1.0,79.35,共有部份,鋼筋混凝土造,111年12月30日,十五層,NULL,NULL
RPPNMLPLRHIGFCE48CC,25.0,110.4,住家用,鋼筋混凝土造,87年11月17日,二十六層,NULL,NULL
