serial_number,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPQNMLSLRHIGFHF86CC,板南段,30.32,都市：工,NULL,NULL,NULL,3110000
RPRNMLSLRHIGFHF96CC,健康段,27.59,都市：工,NULL,NULL,NULL,11590000
RPPNMLTLRHIGFDF09CC,新峰段,16.0,都市：商,NULL,NULL,NULL,12470000
RPPNMLTLRHIGFDF09CC,新峰段,13.75,都市：商,NULL,NULL,NULL,12480000
RPRNMLTLRHIGFDF66CC,中正段,0.0,都市：住,NULL,NULL,NULL,17540000
RPQNMLTLRHIGFDF56CC,智興段,0.0,都市：住,NULL,NULL,NULL,7010000
RPSNMLTLRHIGFDF76CC,智興段,0.0,都市：住,NULL,NULL,NULL,1040000
RPQNMLKMRHIGFDF38CC,智興段,0.0,都市：住,NULL,NULL,NULL,1040000
RPPNMLKMRHIGFDF28CC,智興段,0.0,都市：住,NULL,NULL,NULL,1040000
RPSNMLMJIIIGFDF67CC,中正段,61.5,都市：住,NULL,NULL,NULL,17030000
RPXNMLMJIIIGFDF18CC,水源段,12.77,都市：住,NULL,NULL,NULL,6510000
RPPOMLMJIIIGFDF47CC,智興段,11.1,都市：商,NULL,NULL,NULL,4500000
RPPNMLMJIIIGFHF87DC,新民段,173.04,都市：工,NULL,NULL,NULL,4440000
RPPNMLNJIIIGFHF97DC,南山段,19.23,都市：住,NULL,NULL,NULL,7050000
RPTNMLPJIIIGFGF38CC,三重段,15.08,都市：住,NULL,NULL,NULL,2140000
RPXNMLPJIIIGFHF88CC,民樂段,12.99,都市：住,NULL,NULL,NULL,50000
RPPNMLPJIIIGFHF08CC,景福段,32.18,都市：住,NULL,NULL,NULL,380000
RPSNMLPJIIIGFHF38CC,安邦段,41.56,都市：住,NULL,NULL,NULL,1350000
RPXNMLPJIIIGFIF98CC,大學段一小段,19.35,都市：住,NULL,NULL,NULL,1240000
RPQOMLPJIIIGFIF38CC,大仁段,3.44,都市：住,NULL,NULL,NULL,8630000
RPPNMLQJIIIGFBF57CC,副都心段一小段,6.71,都市：商,NULL,NULL,NULL,2890000
RPUNMLQJIIIGFDF28CC,智興段,0.0,都市：商,NULL,NULL,NULL,5060000
RPVNMLQJIIIGFDF38CC,建成段,0.0,都市：住,NULL,NULL,NULL,10180000
RPPOMLQJIIIGFHF28CC,大華段,12.27,都市：住,NULL,NULL,NULL,13800000
RPROMLQJIIIGFHF48CC,大華段,12.24,都市：住,NULL,NULL,NULL,13800000
RPSOMLQJIIIGFHF58CC,大華段,13.88,都市：住,NULL,NULL,NULL,13800000
RPRNMLTJIIIGFIF78CC,永吉段,53.56,都市：住,NULL,NULL,NULL,3720000
RPPNMLLKIIIGFHF77CC,健康段,26.02,都市：工,NULL,NULL,NULL,11590000
RPXNMLLKIIIGFIF68CC,民生段,2.93,都市：住,NULL,NULL,NULL,6570000
RPWNMLMKIIIGFBF97CC,建林段,30.08,都市：住,NULL,NULL,NULL,4900000
RPQNMLMKIIIGFAF27CC,員和段,26.8,都市：住,NULL,NULL,NULL,9760000
RPRNMLMKIIIGFCF57CC,寶強段,4.65,都市：住,NULL,NULL,NULL,11590000
RPRNMLMKIIIGFCF57CC,寶強段,7.26,都市：商,NULL,NULL,NULL,11640000
RPPNMLMKIIIGFDF47CC,新峰段,18.82,都市：住,NULL,NULL,NULL,5670000
RPTNMLMKIIIGFIF38CC,隆恩段,50.65,都市：住,NULL,NULL,NULL,650000
RPOOMLNKIIIGFBF37CC,忠孝段,16.23,都市：住,NULL,NULL,NULL,9040000
RPXNMLNKIIIGFBF18CC,麗林段,11.94,都市：商,NULL,NULL,NULL,4070002
RPPNMLNKIIIGFIF08CC,大學段一小段,18.8,都市：商,NULL,NULL,NULL,490000
RPVNMLOKIIIGFAF97CC,文化段,33.0,都市：住,NULL,NULL,NULL,15980000
RPPNMLOKIIIGFDF67CC,智興段,20.8,都市：商,NULL,NULL,NULL,5430000
RPQNMLOKIIIGFIF28CC,文林段,10.08,都市：住,NULL,NULL,NULL,3010000
RPSNMLOKIIIGFHF38CC,景平段,9.33,都市：商,NULL,NULL,NULL,3400000
RPPNMLOKIIIGFIF18CC,昌福段,17.78,都市：住,NULL,NULL,NULL,2460000
RPPNMLPKIIIGFBF57CC,中原段,10.86,都市：商,NULL,NULL,NULL,1950000
RPPNMLPKIIIGFCF67CC,中央段,5.77,都市：住,NULL,NULL,NULL,4410000
RPQNMLPKIIIGFDF87CC,厚德段,16.47,都市：住,NULL,NULL,NULL,2320000
RPPNMLPKIIIGFDF77CC,大同段,20.2,都市：住,NULL,NULL,NULL,7440000
RPPNMLPKIIIGFGF08CC,正義段,52.55,都市：住,NULL,NULL,NULL,1180000
RPPOMLQKIIIGFBF77CC,幸福段,68.2,都市：工,NULL,NULL,NULL,7060000
RPWOMLQKIIIGFCF58CC,明德段,13.42,都市：住,NULL,NULL,NULL,310000
RPRNMLQKIIIGFDF08CC,昊天段,23.01,都市：工,NULL,NULL,NULL,8720000
RPRNMLQKIIIGFDF08CC,同新段,0.72,都市：其他:鐵路用地,NULL,NULL,NULL,60000
RPVNMLQKIIIGFDF48CC,厚德段,25.8,都市：住,NULL,NULL,NULL,2380000
RPVNMLQKIIIGFDF48CC,厚德段,0.55,都市：住,NULL,NULL,NULL,2400000
RPPNMLQKIIIGFGF18CC,光華段,32.23,都市：住,NULL,NULL,NULL,5880000
RPTNMLQKIIIGFHF68CC,中興段,21.87,都市：住,NULL,NULL,NULL,1420000
RPQOMLQKIIIGFGF38CC,富貴段,30.7,都市：住,NULL,NULL,NULL,3800000
RPUNMLQKIIIGFHF78CC,保生段,19.09,都市：住,NULL,NULL,NULL,3750000
RPVNMLQKIIIGFHF88CC,保生段,15.07,都市：住,NULL,NULL,NULL,3750000
RPXNMLRKIIIGFCF68CC,復興段,85.89,都市：工,NULL,NULL,NULL,3800000
RPQPMLSKIIIGFAF08CC,明德段,6.59,都市：商,NULL,NULL,NULL,230000
RPQNMLSKIIIGFBF97CC,力行段,17.96,都市：住,NULL,NULL,NULL,520000
RPPOMLSKIIIGFGF48CC,仁信段,4.3,都市：住,NULL,NULL,NULL,50000
RPWNMLTKIIIGFBF68CC,後港段,13.86,都市：住,NULL,NULL,NULL,9200000
RPXNMLTKIIIGFDF98CC,保長段,8.79,都市：住,NULL,NULL,NULL,9950000
RPOOMLTKIIIGFDF18CC,保長段,3.97,都市：住,NULL,NULL,NULL,9950000
RPSNMLKLIIIGFDF67CC,大同段,0.0,都市：工,NULL,NULL,NULL,1260000
RPQOMLPLIIIGFBF87CC,建林段,23.69,都市：商,NULL,NULL,NULL,3800000
RPTNMLRLIIIGFGF78CC,過田段,66.0,都市：其他:商業區,NULL,NULL,NULL,4390000
RPPNMLRLRHIGFBG78CC,協民段,1600.0,非都市：特定農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,5130000
RPPNMLRLRHIGFBG78CC,協民段,776.0,非都市：特定農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,5130001
RPPQMLLLRHIGFAH48CC,桃園段武陵小段,16.87,都市：商,NULL,NULL,NULL,1450023
RPQQMLLLRHIGFAH58CC,埔子段埔子小段,26.3,都市：住,NULL,NULL,NULL,17210281
RPWPMLLLRHIGFAH09CC,大樹林段,12.65,都市：住,NULL,NULL,NULL,3790000
RPTRMLLLRHIGFAH98CC,寶山段,9.96,都市：商,NULL,NULL,NULL,7230000
RPVRMLLLRHIGFAH56CC,大樹林段,13.32,都市：住,NULL,NULL,NULL,3130000
RPTSMLLLRHIGFAH09CC,中山段,22.87,都市：住,NULL,NULL,NULL,1330000
RPXOMLLLRHIGFBH56CC,復興段,33.94,都市：住,NULL,NULL,NULL,11420002
RPXOMLLLRHIGFBH56CC,復興段,3.16,都市：住,NULL,NULL,NULL,18190003
RPWQMLLLRHIGFBH66CC,中壢埔頂段,0.0,都市：住,NULL,NULL,NULL,11740000
RPORMLLLRHIGFBH58CC,中北段,0.0,都市：住,NULL,NULL,NULL,2430000
RPVPMLKMQHIGFBH98CC,中北段,0.0,都市：住,NULL,NULL,NULL,6670016
RPWNMLTLQHIGFBH07CC,三座屋段三座屋小段,0.0,都市：住,NULL,NULL,NULL,4710000
RPVPMLKMQHIGFBH98CC,中北段,0.0,都市：住,NULL,NULL,NULL,6700000
RPVPMLKMQHIGFBH98CC,中北段,0.0,都市：住,NULL,NULL,NULL,6870013
RPQPMLOLQHIGFDH98CC,二重溪段,0.0,都市：住,NULL,NULL,NULL,690008
RPQNMLLLRHIGFEH68CC,上興段,367.5,都市：工,NULL,NULL,NULL,6120000
RPSNMLLLRHIGFFH98CC,瑞豐段,59.66,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,12060000
RPQOMLNJIIHGFHH18CC,善捷段,6.09,都市：商,NULL,NULL,NULL,140000
RPPOMLNJIIHGFHH08CC,善捷段,23.26,都市：住,NULL,NULL,NULL,280000
RPPNMLSJMHIGFHH88CC,善捷段,17.45,都市：住,NULL,NULL,NULL,280000
RPQNMLMJLHIGFHH28CC,善捷段,11.18,都市：住,NULL,NULL,NULL,380000
RPRNMLLLRHIGFHH09CC,樂捷段,17.75,都市：住,NULL,NULL,NULL,1050002
RPUQMLKMQHIGFAH88CC,富國段,0.0,都市：住,NULL,NULL,NULL,2100000
RPPNMLLLRHIGFAH28DC,中埔段,22.03,都市：商,NULL,NULL,NULL,600000
RPWQMLKMQHIGFAH09CC,新埔段,0.0,都市：住,NULL,NULL,NULL,10070000
RPSRMLMLRHIGFAH98CC,大樹林段,8.64,都市：住,NULL,NULL,NULL,3790000
RPPTMLMLRHIGFAH88CC,東國段,4.47,都市：其他:市場用地,NULL,NULL,NULL,5580000
RPTNMLMLRHIGFBH78CC,三座屋段舊社小段,0.0,都市：住,NULL,NULL,NULL,1950091
RPVOMLMLRHIGFBH09CC,福德段,0.0,都市：住,NULL,NULL,NULL,510000
RPOPMLMLRHIGFBH48CC,中壢埔頂段,0.0,都市：住,NULL,NULL,NULL,11740000
RPQPMLMLRHIGFBH68CC,草新段,30.33,都市：商,NULL,NULL,NULL,6150008
RPRPMLMLRHIGFBH78CC,中寮段,0.0,都市：住,NULL,NULL,NULL,8730000
RPORMLMLRHIGFBH68CC,復興段,27.89,都市：住,NULL,NULL,NULL,20440000
RPWRMLMLRHIGFBH86CC,復興段,14.39,都市：住,NULL,NULL,NULL,14490000
RPPUMLMLRHIGFBH09CC,中壢埔頂段,4.24,都市：住,NULL,NULL,NULL,11870000
RPTNMLMLRHIGFCH88CC,潛龍段,0.0,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,10990000
RPPNMLLLRHIGFDH58DC,二重溪段,388.0,都市：住,NULL,NULL,NULL,800016
RPTNMLMLRHIGFDH98CC,幼獅段,5123.03,都市：工,NULL,NULL,NULL,2590000
RPRRMLTLQHIGFAH86CC,會稽段,0.0,都市：住,NULL,NULL,NULL,1000000
RPPNMLLLRHIGFFH78DC,大勇段,33.82,都市：住,NULL,NULL,NULL,4450000
RPPOMLMLRHIGFFH88CC,桃德段,81.11,都市：住,NULL,NULL,NULL,4240000
RPQNMLMLRHIGFGH98CC,忠貞段,0.0,都市：住,NULL,NULL,NULL,1780000
RPTOMLMLRHIGFGH76CC,富貴段,23.38,都市：住,NULL,NULL,NULL,8480000
RPQNMLNLQHIGFFH88CC,力行段,0.0,都市：住,NULL,NULL,NULL,380000
RPPPMLNLRHIGFAH58CC,國強段,16.38,都市：住,NULL,NULL,NULL,6690000
RPUQMLNLRHIGFAH56CC,水汴頭段,18.83,都市：住,NULL,NULL,NULL,2380000
RPSNMLKKPHIGFBH18CC,中壢埔頂段,0.0,都市：住,NULL,NULL,NULL,11740000
RPPRMLNLRHIGFBH88CC,忠福段,1454.55,都市：農,NULL,NULL,NULL,220000
RPTRMLNLRHIGFBH66CC,富強段,116.89,都市：住,NULL,NULL,NULL,9980000
RPTRMLNLRHIGFBH66CC,富強段,63.98,都市：住,NULL,NULL,NULL,9990000
RPWNMLOJPHIGFBH88CC,草新段,0.0,都市：商,NULL,NULL,NULL,6150008
RPXNMLNLRHIGFDH86CC,幼獅段,198.35,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,6490000
RPRNMLMLQHIGFGH98CC,平鎮段,0.0,都市：商,NULL,NULL,NULL,9610000
RPVNMLNLRHIGFHH07CC,樂捷段,13.62,都市：住,NULL,NULL,NULL,1050003
RPPOMLNLRHIGFHH56CC,舊路坑二段,181.82,都市：其他:保護區,NULL,NULL,NULL,9130000
RPUQMLPLRHIGFAH76CC,國聖段,13.0,都市：住,NULL,NULL,NULL,7580000
RPORMLPLRHIGFAH88CC,中路三段,30.67,都市：住,NULL,NULL,NULL,1310000
RPQRMLPLRHIGFAH09CC,埔子段北門埔子小段,9.86,都市：商,NULL,NULL,NULL,1040000
RPROMLPLRHIGFBH98CC,中壢埔頂段,17.52,都市：商,NULL,NULL,NULL,13680000
RPTOMLPLRHIGFBH56CC,自立段,25.8,都市：住,NULL,NULL,NULL,14950000
RPRPMLPLRHIGFBH09CC,三座屋段舊社小段,12.55,都市：其他:道路用地，住宅區,NULL,NULL,NULL,810000
RPXQMLPLRHIGFBH17CC,富強段,25.21,都市：住,NULL,NULL,NULL,7500000
RPQRMLPLRHIGFBH56CC,中北段,111.0,都市：住,NULL,NULL,NULL,6870007
RPQNMLPLRHIGFEH09CC,錦興段,18.45,都市：住,NULL,NULL,NULL,6520000
RPTNMLPLRHIGFEH76CC,五塊厝段下埔小段,21.82,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,17880000
RPXNMLPLRHIGFEH17CC,新鼻段,20.82,都市：住,NULL,NULL,NULL,280000
RPOOMLPLRHIGFEH98CC,水尾段,33.92,都市：工,NULL,NULL,NULL,14000000
RPPOMLPLRHIGFEH09CC,新鼻段,20.82,都市：住,NULL,NULL,NULL,2800000
RPROMLPLRHIGFEH66CC,新鼻段,20.57,都市：住,NULL,NULL,NULL,2800000
RPSOMLPLRHIGFEH76CC,新鼻段,20.69,都市：住,NULL,NULL,NULL,2800000
RPTOMLPLRHIGFEH86CC,新鼻段,20.57,都市：住,NULL,NULL,NULL,2800000
RPQOMLPLRHIGFEH56CC,公埔段,8.56,都市：住,NULL,NULL,NULL,7720000
RPWNMLNLQHIGFFH86CC,興豐段,0.0,都市：住,NULL,NULL,NULL,25310000
RPWNMLPLRHIGFHH37CC,迴龍段,13.55,都市：住,NULL,NULL,NULL,6420000
RPXPMLQLRHIGFAH07CC,埔子段埔子小段,3.36,都市：其他:住宅區，商業區,NULL,NULL,NULL,20390117
RPRQMLQLRHIGFAH56CC,新埔段,14.9,都市：商,NULL,NULL,NULL,1540000
RPRNMLSKPHIGFHH86CC,興華段,6.54,都市：商,NULL,NULL,NULL,210000
RPRNMLSKPHIGFHH86CC,興華段,5.31,都市：商,NULL,NULL,NULL,350000
RPSOMLQLRHIGFBH56CC,中工段,6940.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,5940000
RPTPMLQLRHIGFBH76CC,工業區段二小段,77.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,7720001
RPVQMLQLRHIGFBH07CC,三座屋段舊社小段,1.44,都市：商,NULL,NULL,NULL,1950091
RPQNMLQLRHIGFDH09CC,東寧段,84.28,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,NULL,NULL,NULL,1370000
RPRNMLQLRHIGFEH66CC,大新段,15.78,都市：商,NULL,NULL,NULL,2290002
RPUNMLQLRHIGFEH96CC,錦興段,8.53,都市：住,NULL,NULL,NULL,6820000
RPXNMLQLRHIGFGH47CC,賦梅段,26.73,都市：住,NULL,NULL,NULL,6290000
RPSNMLQLRHIGFHH07CC,迴龍段,22.83,都市：住,NULL,NULL,NULL,2710000
RPPNMLQLRHIGFFH66DC,豐田段,12.79,都市：住,NULL,NULL,NULL,1210000
RPXNMLRLRHIGFAH96CC,中路三段,12.44,都市：住,NULL,NULL,NULL,1070000
RPOPMLRLRHIGFAH88CC,中平段,42.83,都市：住,NULL,NULL,NULL,1170000
RPPPMLRLRHIGFAH98CC,國聖段,24.72,都市：住,NULL,NULL,NULL,5170000
RPUNMLRLRHIGFBH76CC,中壢埔頂段,12.23,都市：住,NULL,NULL,NULL,18180002
RPVNMLRLRHIGFBH86CC,普義段,29.09,都市：住,NULL,NULL,NULL,15750000
RPRPMLRLRHIGFBH66CC,三座屋段舊社小段,38.02,都市：住,NULL,NULL,NULL,1270135
RPTPMLRLRHIGFBH86CC,環東段,13.5,都市：住,NULL,NULL,NULL,7560000
RPSNMLRLRHIGFDH76CC,中興段,23.12,都市：住,NULL,NULL,NULL,5590000
RPSOMLNLQHIGFEH09CC,上竹段,113.73,都市：商,NULL,NULL,NULL,2810000
RPOOMLRLRHIGFEH56CC,竹圍段拔子林小段,56.84,都市：住,NULL,NULL,NULL,2490000
RPQOMLRLRHIGFEH76CC,竹圍段拔子林小段,58.85,都市：住,NULL,NULL,NULL,2490000
RPPOMLRLRHIGFEH66CC,竹圍段拔子林小段,58.85,都市：住,NULL,NULL,NULL,2490000
RPSOMLRLRHIGFEH96CC,河底段,43.01,都市：住,NULL,NULL,NULL,6860000
RPVOMLRLRHIGFEH27CC,竹圍段拔子林小段,59.47,都市：住,NULL,NULL,NULL,2490000
RPUOMLRLRHIGFEH17CC,竹圍段拔子林小段,57.61,都市：住,NULL,NULL,NULL,2490000
RPWOMLRLRHIGFEH37CC,竹圍段拔子林小段,49.75,都市：住,NULL,NULL,NULL,2490000
RPTNMLRLRHIGFHH27CC,東嶺段,9.03,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4320000
RPTNMLRLRHIGFHH27CC,東嶺段,18.75,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4330000
RPVNMLRLRHIGFHH47CC,東嶺段,6.06,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4110000
RPVNMLRLRHIGFHH47CC,東嶺段,21.72,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4120000
RPWNMLRLRHIGFHH57CC,文化段,7.87,都市：商,NULL,NULL,NULL,3410000
RPUNMLRLRHIGFHH37CC,東嶺段,8.3,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4280000
RPUNMLRLRHIGFHH37CC,東嶺段,19.58,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4290000
RPOOMLRLRHIGFHH86CC,東嶺段,59.64,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,NULL,NULL,NULL,3300000
RPPNMLRLRHIGFFH76DC,豐田段,31.16,都市：住,NULL,NULL,NULL,14540000
RPUNMLSLRHIGFAH76CC,寶山段,10.68,都市：住,NULL,NULL,NULL,8360000
RPXNMLSLRHIGFAH07CC,建國段,156.66,都市：住,NULL,NULL,NULL,3080000
RPOOMLSLRHIGFAH88CC,中路二段,16.48,都市：住,NULL,NULL,NULL,2680000
RPPOMLSLRHIGFAH98CC,中平段,71.08,都市：住,NULL,NULL,NULL,930000
RPQOMLSLRHIGFAH09CC,大樹林段,30.76,都市：住,NULL,NULL,NULL,3010082
RPUOMLSLRHIGFAH86CC,三元段,19.86,都市：住,NULL,NULL,NULL,7740000
RPRNMLSLRHIGFBH56CC,青芝段,42.79,都市：住,NULL,NULL,NULL,1210000
RPQNMLSLRHIGFEH76CC,竹圍段拔子林小段,59.12,都市：住,NULL,NULL,NULL,2490000
RPRNMLSLRHIGFEH86CC,竹圍段拔子林小段,56.91,都市：住,NULL,NULL,NULL,2490000
RPVNMLSLRHIGFDH17CC,金龍段,26.66,都市：住,NULL,NULL,NULL,140000
RPUNMLSLRHIGFEH17CC,竹圍段拔子林小段,95.13,都市：住,NULL,NULL,NULL,2490000
RPVNMLSLRHIGFEH27CC,竹圍段拔子林小段,88.33,都市：住,NULL,NULL,NULL,2490000
RPXNMLSLRHIGFEH47CC,錦興段,15.0,都市：住,NULL,NULL,NULL,550000
RPWNMLSLRHIGFEH37CC,竹圍段拔子林小段,74.61,都市：住,NULL,NULL,NULL,2490000
RPOOMLSLRHIGFEH66CC,水尾段,64.99,都市：工,NULL,NULL,NULL,20370000
RPSNMLSLRHIGFHH27CC,樂捷段,14.69,都市：住,NULL,NULL,NULL,930000
RPPNMLSLRHIGFAH98DC,大樹林段,23.4,都市：住,NULL,NULL,NULL,7710101
RPWNMLTLRHIGFBH17CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPUNMLTLRHIGFBH96CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPOOMLTLRHIGFBH09CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPXNMLTLRHIGFBH27CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPPOMLTLRHIGFBH56CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPVNMLTLRHIGFBH07CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPQOMLTLRHIGFBH66CC,工業區段二小段,110.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,170007
RPPNMLMJIIIGFHH97CC,新路段,49.99,都市：住,NULL,NULL,NULL,4660000
RPQNMLSLRHIGFBH56DC,中工段,115.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,5720000
RPTOMLOJIIIGFHH68CC,興華段,15.3,都市：住,NULL,NULL,NULL,6880000
RPQNMLPJIIIGFAH67CC,中路段,5.66,都市：商,NULL,NULL,NULL,30018
RPUNMLPJIIIGFAH08CC,埔子段埔子小段,30.5,都市：住,NULL,NULL,NULL,20250004
RPSOMLPJIIIGFAH97CC,忠義段,3.88,都市：住,NULL,NULL,NULL,7000000
RPOOMLPJIIIGFBH67CC,健行段,14.88,都市：商,NULL,NULL,NULL,1670000
RPUOMLPJIIIGFBH28CC,後寮段,21.67,都市：住,NULL,NULL,NULL,5370000
RPXPMLPJIIIGFBH68CC,忠孝段,24.26,都市：住,NULL,NULL,NULL,1640000
RPSQMLPJIIIGFBH28CC,青昇段,8.83,都市：商,NULL,NULL,NULL,4390000
RPQQMLPJIIIGFBH08CC,復興段,28.0,都市：住,NULL,NULL,NULL,20440000
RPSNMLPJIIIGFCH08CC,仁善段,16.39,都市：住,NULL,NULL,NULL,5200000
RPTNMLPJIIIGFCH18CC,聖亭段,22.68,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,5090000
RPSNMLPJIIIGFEH28CC,大新段,19.15,都市：商,NULL,NULL,NULL,2290000
RPQNMLPJIIIGFEH08CC,河底段,7.49,都市：住,NULL,NULL,NULL,4770000
RPUNMLPJIIIGFEH48CC,河底段,18.09,都市：住,NULL,NULL,NULL,3440000
RPTNMLPJIIIGFEH38CC,客運一段,24.27,都市：住,NULL,NULL,NULL,1490000
RPQNMLPJIIIGFGH28CC,平鎮段,9.98,都市：商,NULL,NULL,NULL,9570000
RPRNMLPJIIIGFHH48CC,善捷段,22.59,都市：住,NULL,NULL,NULL,30000
RPUNMLPJIIIGFHH78CC,樂善段,36.06,都市：住,NULL,NULL,NULL,220000
RPUNMLPJIIIGFHH78CC,樂善段,3.52,都市：住,NULL,NULL,NULL,220001
RPQNMLPJIIIGFCH97DC,仁武段,227.55,都市：住,NULL,NULL,NULL,1420000
RPQNMLQJIIIGFEH18CC,六福段,17.6,都市：工,NULL,NULL,NULL,3270000
RPROMLQJIIIGFEH38CC,長興段,398.24,都市：工,NULL,NULL,NULL,5780000
RPROMLQJIIIGFEH38CC,長興段,368.45,都市：工,NULL,NULL,NULL,5790000
RPSNMLQJIIIGFHH68CC,樂捷段,16.14,都市：住,NULL,NULL,NULL,1720000
RPPNMLMKIIIGFCH67DC,中山段,82.03,都市：住,NULL,NULL,NULL,10490000
RPPNMLMKIIIGFCH67DC,中山段,17.25,都市：住,NULL,NULL,NULL,10500000
RPTOMLNKIIIGFAH97CC,桃園段公館頭小段,3.85,都市：商,NULL,NULL,NULL,140002
RPWOMLNKIIIGFAH28CC,新埔段,144.85,都市：住,NULL,NULL,NULL,2750000
RPPQMLNKIIIGFAH77CC,雲盟段,328.0,都市：住,NULL,NULL,NULL,100000
RPRQMLNKIIIGFAH97CC,大樹林段,8.64,都市：住,NULL,NULL,NULL,3790000
RPSQMLNKIIIGFBH18CC,復興段,2.11,都市：住,NULL,NULL,NULL,18070000
RPSSMLNKIIIGFBH38CC,青平段,28.45,都市：住,NULL,NULL,NULL,4050000
RPRNMLNKIIIGFGH28CC,忠貞段,77.9,都市：住,NULL,NULL,NULL,10000
RPVRMLOKIIIGFAH58CC,忠義段,4.38,都市：住,NULL,NULL,NULL,5140000
RPSNMLOKIIIGFBH97CC,埔頂段,4595.83,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,10940000
RPPOMLOKIIIGFBH77CC,自立段,19.76,都市：住,NULL,NULL,NULL,6700001
RPPNMLOKIIIGFHH28CC,善捷段,10.45,都市：住,NULL,NULL,NULL,380000
RPQNMLOKIIIGFHH38CC,善捷段,10.45,都市：住,NULL,NULL,NULL,380000
RPQNMLPKIIIGFEH18CC,竹圍段拔子林小段,59.09,都市：住,NULL,NULL,NULL,2490000
RPRNMLPKIIIGFEH28CC,竹圍段拔子林小段,59.54,都市：住,NULL,NULL,NULL,2490000
RPPNMLPKIIIGFEH08CC,五福段,30.04,都市：住,NULL,NULL,NULL,5470000
RPPNMLPKIIIGFEH08CC,五福段,0.1,都市：住,NULL,NULL,NULL,5470001
RPROMLQKIIIGFAH08CC,中平段,71.08,都市：住,NULL,NULL,NULL,930000
RPPPMLQKIIIGFAH97CC,法政段,22.5,都市：住,NULL,NULL,NULL,7590000
RPOQMLQKIIIGFAH97CC,大樹林段,41.5,都市：商,NULL,NULL,NULL,3530053
RPXPMLQKIIIGFAH78CC,大有段,15.29,都市：住,NULL,NULL,NULL,3370000
RPUPMLQKIIIGFAH48CC,中山段,13.93,都市：住,NULL,NULL,NULL,2390002
RPRNMLQKIIIGFBH08CC,工業區段二小段,6.85,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,4290001
RPUNMLQKIIIGFBH38CC,草新段,26.24,都市：住,NULL,NULL,NULL,4160000
RPWPMLQKIIIGFBH78CC,振興段,16.55,都市：住,NULL,NULL,NULL,5090000
RPVNMLQKIIIGFEH78CC,錦興段,11.17,都市：商,NULL,NULL,NULL,3590000
RPUNMLQKIIIGFHH98CC,自強段,32.0,都市：商,NULL,NULL,NULL,700000
RPRNMLRKIIIGFAH08CC,三元段,13.81,都市：住,NULL,NULL,NULL,7740000
RPOOMLRKIIIGFBH97CC,石頭段,4.98,都市：住,NULL,NULL,NULL,3990000
RPPOMLRKIIIGFBH08CC,後興段,35.37,都市：其他:乙種工業區,NULL,NULL,NULL,850078
RPPOMLRKIIIGFBH08CC,後興段,231.45,都市：其他:乙種工業區,NULL,NULL,NULL,850011
RPROMLRKIIIGFBH28CC,榮民段,22.2,都市：住,NULL,NULL,NULL,120000
RPRNMLRKIIIGFCH28CC,潛龍段,21.58,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,10990000
RPXOMLRKIIIGFEH56CC,竹圍段崁下小段,7.0,都市：住,NULL,NULL,NULL,1450006
RPRPMLRKIIIGFEH68CC,河底段,10.37,都市：住,NULL,NULL,NULL,270000
